id,bid,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4434530934903700,Ieuj3kzFW,#交大live##央视评英国39尸案#英国死亡货车震惊世界！而这39条亡魂却只是偷渡人口转移走私犯罪的冰山一角。国际移民问题专家剖析这个事件，关于偷渡背后的产业链及经济动机！ 伯居易的微博视频  ,,"http://f.video.weibocdn.com/0009auQFlx07yi5tF9Us01041201jChZ0E010.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586972909&ssig=6fKS9bAh7Y&KID=unistore,video",,2019-11-03,阿碧的Android,64,4,23,"交大live,央视评英国39尸案",
4434511708099638,IetO2xZ5k,#仙食坊# 吃惯了鸡腿鸡翅，烤鸡架也值得尝试哦～ （坐标：梧桐苑一楼兰州牛肉面窗口） ,https://wx2.sinaimg.cn/large/6f0a090dly1g8kppvtg9aj20u0140x6p.jpg,,,2019-11-03,双卡双待的iPhone客户端,37,8,0,仙食坊,
4434498584461160,IetsSiIyc,夏天悄悄过去，冬天还没到来，秋天正在等着你发现她在校园里身影。看到了@天津大学 的校园秋景，交小童也不甘示弱哦！赶快和小童一起，拿起相机走出宿舍，记录下你眼里的秋天，带话题#秋日校园摄影大赛#分享你的秋日记忆并艾特@天津大学，就有可能获得天大专属帆布袋一个，转评赞总数前三更有特别奖励哦！别等秋天过去了再后悔啊！（图/@西影xiying ）,"https://wx3.sinaimg.cn/large/6f0a090dly1g8kn6dtrbdj21900u0qqy.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8kn5vurdcj21900u01kx.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8kn5wfzbuj21900u07wh.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8kn5wz30kj21900u01kx.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8kn6d1cxij21uo4mob2a.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8kn5xki7tj21900u01kx.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8kn6e9dfaj21900u0x5s.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8kn6etvioj21900u07sb.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8kn6fe5bjj21900u01kx.jpg",,,2019-11-03,NEX 3 5G,39,13,4,秋日校园摄影大赛,"天津大学,天津大学,西影xiying"
4434487859556798,IetbzE69U,#I拍交大# “听我的！戳图！”图/@___yxmyx ,https://wx3.sinaimg.cn/large/6f0a090dly1g8kn05yx15j20u03vywrn.jpg,,,2019-11-03,NEX 3 5G,79,6,3,I拍交大,___yxmyx
4434443714918254,Ies2nkDsG,#交大浮光# 银杏树叶要变书签啦早安！图/@长安一只开心钱 ,https://wx1.sinaimg.cn/large/6f0a090dly1g8k4f26njzj23k02o0u13.jpg,,,2019-11-03,NEX 3 5G,40,3,4,交大浮光,长安一只开心钱
4434320204484809,IeoPaiOHD,#晚安仙交# 我望向夕阳感觉距离是如此遥远分明伸手就能触碰的温暖却透过指间的缝隙传来一丝凉意夜已深了 晚安（图/@MademoiselleCerise ） ,https://wx2.sinaimg.cn/large/6f0a090dly1g8k3qvrrw4j20uh0u0432.jpg,,,2019-11-02,迷醉长安的Android,31,5,5,晚安仙交,MademoiselleCerise
4434306241467527,IeosE69LN,#交大音夜巴#新歌速递“你往前走，我一定在后面”“你保护世界，我保护你”“只有你赢了，我才不算输”念想易烊千玺 新浪电影的微博视频 ,,"http://f.video.weibocdn.com/0000GtbFlx07yef9IXRK01041202jdwl0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&Expires=1586972920&ssig=pZnQqnrxpO&KID=unistore,video",,2019-11-02,影视剪辑 · 视频社区,110,11,12,交大音夜巴,
4434292182177215,Ieo5Y98on,#交大阅读亭# 其实所有纠结做选择的人心里早就有了答案，咨询只是想得到心里内心所倾向的选择。最终的所谓命运，还是自己一步步走出来的。                ——东野圭吾《解忧杂货店》 图源：网络 ,https://wx1.sinaimg.cn/large/6f0a090dly1g8k0j3ucswj20go0bggp0.jpg,,,2019-11-02,一只学霸的iPhone客户端,63,3,13,交大阅读亭,
4434256195541163,Ien9VnfvB,#微风梧桐# 在渴欲与痉挛之间，在潜在与存在之间，在本质和传承之间，幕帘重重。这就是世界中止的方式。                                                     ————T.S.Eliot图源网络 ,https://wx1.sinaimg.cn/large/6f0a090dly1g8jweajcdfj20hs0uimzc.jpg,,,2019-11-02,霹雳小Android,36,0,3,微风梧桐,
4434253531811650,Ien5D7Bia,会是哪些小可爱即将接收到本宠粉博主的爱呢 西安·西安交通大学 ,https://wx3.sinaimg.cn/large/6f0a090dly1g8jvxuyxfbj22ip1l97wj.jpg,,西安·西安交通大学,2019-11-02,长安魏帅的Android,102,52,2,,
4434223190358986,IemiH1vo6,#交大沙龙# 你的期中考结束了吗？都考了什么课呢 ,https://wx2.sinaimg.cn/large/6f0a090dly1g8jslw6mh8j22c02c0nn0.jpg,,,2019-11-02,叻叻猪嘅iPhone客户端,52,26,1,交大沙龙,
4434203527883668,IelMYx4TW,#交大沙龙# 再给你一次机会选择自己的专业，你会选择——（图片来源：百度） ,https://wx2.sinaimg.cn/large/6f0a090dly1g8jqc7kimlj20c80lqq38.jpg,,,2019-11-02,格瓦斯Android,103,69,7,交大沙龙,
4434190659424201,IelsdDxFf,#交大live# 衡水中学张锡峰励志演讲上了大学，其实没了高中时候的那份冲劲和激情，现在再看这个视频，还是有那份高考前的激情和热血，“没有人，想在年少的时候成为一个普通人。”与各位共勉。 温柔一姐w的微博视频  ,,"http://f.us.sinaimg.cn/003giOeUlx07vuzsppMY010412037JTZ0E020.mp4?label=mp4_hd&template=848x478.23.0&trans_finger=53d43933e6520536fed61835e8c1d811&Expires=1586972920&ssig=cJhQjUp3%2B3&KID=unistore,video",,2019-11-02,阿碧的Android,1746,63,670,交大live,
4434175887160521,Iel4ou2Mh,#I拍交大##秋日校园摄影大赛#金秋时节    银杏叶黄创新港的“黄金时代”@天津大学 图/@西影xiying  绿洲 ,"https://wx1.sinaimg.cn/large/6f0a090dly1g8jn7k7f9nj21900u0ndz.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8jn7lfv8bj21900u0x1y.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8jn7luztuj21900u0e3x.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8jn7mho69j21900u07nr.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8jn7mzzlhj21900u0e52.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8jn7nmkgnj21900u07mz.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8jn7ofnifj21900u01kx.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8jn7p18i4j21900u01bz.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8jn7pke84j21900u0kj5.jpg",,,2019-11-02,绿洲APP,74,7,15,"I拍交大,秋日校园摄影大赛","天津大学,西影xiying"
4434154214820779,Iekvrke6v,#仙食坊# 原来梧桐苑也有柠檬鱼  配菜丰富，味道鲜美～ ,https://wx3.sinaimg.cn/large/6f0a090dly1g8jko16w26j21o0280hdu.jpg,,,2019-11-02,双卡双待的iPhone客户端,65,6,3,仙食坊,
4434080185220838,IeiA2lUb4,#交大浮光# 阳光始终追随早安！图/@喜欢猫的不二兔 ,https://wx1.sinaimg.cn/large/6f0a090dly1g8itmp596cj21400u04pk.jpg,,,2019-11-02,NEX 3 5G,46,1,1,交大浮光,喜欢猫的不二兔
4433958483515774,IefpKeKC2,#交大新闻#【第五届全国高校基建管理论坛暨典型建设项目观摩研讨会在西安交大召开】10月23～26日，由建筑经济杂志社主办的第五届全国高校基建管理论坛暨典型建设项目观摩研讨会在西安召开。来自国内各高校主管基建工作的领导，以及基建管理、基建审计、基建财务等部门的负责同志和相关同仁近500人出席会议，约800人在线观看会议直播。本届论坛以“新业态下高校基建管理的创新与实践”为主题。本届论坛还开设了校园规划与建设、工程总承包项目管理、既有建筑改造与修缮、基建管理信息化、基建管理实务与创新等五个专题论坛。论坛期间，与会代表实地观摩了西安交通大学中国西部科技创新港和兴庆校区建设成果。,"https://wx1.sinaimg.cn/large/6f0a090dly1g8iv3bpd8dj20u00f0myx.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8iy7j6wnwj20ez0vbdic.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iv3dlb1sj20n039inbx.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iv3e75umj20eo17h0xk.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iv3b8ljpj20ee0wl41o.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8iv3f6qqfj20dt17tjy2.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iy7in8ngj20ei17uaem.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8iv3gpfbrj20eq17e78h.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8iv3izxrrj20n02lenni.jpg",,,2019-11-01,憨憨’s iPhone客户端,6,0,0,交大新闻,
4433952276101945,IeffJpBot,#晚安仙交# 躁动的夜  狂浪的心在这片草地尽情释放激情这个晚上你和我都是音乐的精灵晚安创新港草地音乐节 ,https://wx3.sinaimg.cn/large/6f0a090dly1g8ixhnc1mvj21xl154hau.jpg,,,2019-11-01,迷醉长安的Android,50,2,6,晚安仙交,
4433940498167158,IeeWJygEm,#交大新闻# 【创新港研究院入驻之三：签约合作单位逾200家】签约合作是西安交大积极融入社会发展的生动体现，也是中国西部科技创新港五大战略定位的实践阐释。据不完全统计，创新港26个研究院（中心）签约单位超过200家，涵盖政府部门、企业、高校和科研院所，将在人才培养、科学研究、国际交流等多方面开展多种形式合作。,"https://wx1.sinaimg.cn/large/6f0a090dly1g8iw50dbtsj20sg0izaff.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8iw51cvy4j20sg0izwk4.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8iw51n4zej20sg0lcjxr.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8iw51zjltj20w70o2wlm.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iw510i1ij211d0qbgr9.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iw5292v7j20r50frdj7.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8iw5390zzj20sg0iywio.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iw53lzwxj20sg0iyq5k.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iw53x7n8j20sg0g8q7k.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iw549i2dj20tk0jqter.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iw54my4sj20tt0jwn3k.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iw54yxojj20ly0ly44j.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iw55eel3j20ly0lywk8.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iw4zyxvqj20m80eu0w5.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8iw55p4ouj20sg0lc454.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8iw562jwzj20n20lyafj.jpg",,,2019-11-01,狐狸のiPhone客户端,23,0,3,交大新闻,
4433939038691784,IeeUnAt84,#交大新闻# 【创新港研究院入驻之二：63个研究平台进驻】据不完全统计，共有63个研究平台（含联合平台）进驻创新港，创新港正发挥以西安交大为代表的区域科教资源优势，努力搭建合作转移创新成果的高效平台，打造具备科技资源“吞吐”能力的创新“港口”。 ,"https://wx2.sinaimg.cn/large/6f0a090dly1g8ivz0744hj20sg0iz79r.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ivz0eztnj20r90kgjyn.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8ivz0vdqgj20go0lywju.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8ivz16mjmj20go0m8adt.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ivz1g5n9j20sg09aacc.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8ivz1o0f6j20sg0lcwli.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ivz254kbj20m80m87ap.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8ivz2iyyyj20sg0ejtdc.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ivz2uok3j20m80m8ten.jpg",,,2019-11-01,狐狸のiPhone客户端,16,0,0,交大新闻,
4433924542972602,Ieex0ctjc,#交大新闻#【第二届“一带一路”标准化教育与研究合作论坛在西安交大举办】10月31日，由“一带一路”标准化教育与研究大学联盟、西安交通大学、中国计量大学、陕西省市场监督管理局共同主办的第二届“一带一路”标准化教育与研究合作论坛在西安交通大学国际会议中心举行。200余名国内外嘉宾、联盟国内外成员单位及众多标准化工作者齐聚西安交通大学，以“标准助推世界互联互通”为主题，各抒己见。会上，标准化大学联盟发布了《“一带一路”标准化教育与研究大学联盟西安宣言》。宣言指出，2018年来自30多个国家100多所大学在中国计量大学共同成立了“一带一路”标准化教育与研究大学联盟。网页链接,"https://wx3.sinaimg.cn/large/6f0a090dly1g8iuawqvjuj20o20g3q4p.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iuawbw3wj20sg0iy407.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8iuax95rrj20o20g3ta7.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8iuaxu4htj20o20g3abh.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iuae99zij20o20g3q4d.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8iuay7ekwj20o20g3gmy.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8iuayntnnj20o20g3gn0.jpg",,,2019-11-01,憨憨’s iPhone客户端,15,0,2,交大新闻,
4433899742050848,IedT08Bwc,#交大新闻#【绝对实力！西安交大包揽全国大赛冠亚军】近日，中国智能机器人格斗大赛举行，西安交通大学参赛团队获得大赛一等奖6项，二等奖3项，三等奖2项，包揽仿人体感格斗冠亚军，轮式格斗进入四强，创参赛以来最好成绩。这场国内外最高水平的自主机器人格斗顶级赛事吸引了清华大学、浙江大学、北京航空航天大学、西安交通大学等178所高校、530多支队伍的2000多名师生参加。西安交大共有11支队伍进入全国决赛。 西安·西安交通大学,"https://wx3.sinaimg.cn/large/6f0a090dly1g8ird81k7wj20sg0lcqf7.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ird4uqkcj20sg0ixn7p.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8ird7fkuij20sg0lctkc.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8ird408u7j20dl0q9dsr.jpg",,西安·西安交通大学,2019-11-01,NEX 3 5G,67,6,10,交大新闻,
4433898782554901,IedRsaIE5,#思源夜话# 你觉得创新港的网红打卡地有哪些呢？快和交小童分享吧 ,https://wx2.sinaimg.cn/large/6f0a090dly1g8ir209ktcj21400u0adi.jpg,,,2019-11-01,叻叻猪嘅iPhone客户端,34,3,2,思源夜话,
4433892108673166,IedGGAohM,#交大阅读亭# 已经进入2019的11月了，各位仙交er有没有感到时光飞逝呢？今天和小童一起学一个英语表达 sit on the fence～还是先凭感觉选，然后在评论区看正确答案哦 西安交通大学的微博投票 ,,,,2019-11-01,一只学霸的iPhone客户端,538,9,0,交大阅读亭,
4433889378752091,IedChAIOL,#绿色双11#高校纸箱回收战，西安交通大学前来应战！承办：@西安交通大学_英仔爱心社 @菜鸟网络 @中华环境保护基金会 西安·西安交通大学 ,https://wx3.sinaimg.cn/large/6f0a090dly1g8ips4d21pj213d1j4kjl.jpg,,西安·西安交通大学,2019-11-01,NEX 3 5G,16,0,1,绿色双11,"西安交通大学_英仔爱心社,菜鸟网络,中华环境保护基金会"
4433885162925225,IedvucgZ3,#管窥仙交#11月1日 齐聚创新港我们将会为这一天添上最特别的色彩“仰望‘新’空“ 草地音乐节怎么能缺少你的身影快来享受这场音乐的盛宴 西安·中国西部科技创新港 ,"https://wx2.sinaimg.cn/large/6f0a090dly1g8ipnene31j20u01vi100.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ipnwyr4dj20g40m876h.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8ipnxlchlj20u015eaf2.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8ipnykxsoj21400u046s.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8ippareokj21430u00wx.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8ipsdbr9xj21430u0n0i.jpg",,西安·中国西部科技创新港,2019-11-01,巴洛克先生Android,34,1,5,管窥仙交,
4433866112150624,Ied0L91tu,#沙坡村干货# 经典的英文语录翻译成中文依然很美. Via@教您疯狂背单词 ,"https://wx2.sinaimg.cn/large/6f0a090dly1g8inkipm7rj20dw0b4dfy.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8inkix1pvj20dw0b4dg6.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8inkih5bjj20dw0b4jrr.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8inkj5azqj20dw0b43yn.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8inkji9r5j20dw0b4aae.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8inkjqodyj20dw0b43yx.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8inkkfbx2j20dw0b474f.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8inkkss8yj20dw0b4q3d.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8inkl3sq5j20dw0b4dga.jpg",,,2019-11-01,柯柯的iPhone XS,30,2,16,沙坡村干货,教您疯狂背单词
4433854242236841,IecHC9nU5,#交大沙龙# 如果是霍格沃茨魔法学院的世界，你想去哪个学院？ 西安交通大学的微博投票 ,,,,2019-11-01,格瓦斯Android,487,8,2,交大沙龙,
4433834604654783,IecbWjwV9,#湖南中医药大学59周年校庆#杏林飘香，桃李芬芳。文明求实，奋发图强。继承创新，步履铿锵。弘扬国粹，声名远扬。五十九年砥砺前行，心系人类健康。五十九年不曾止步，只为岐黄辉煌。@西安交通大学 祝@湖南中医药大学 59周年生日快乐愿两校友谊长存，携手并进，一起成为更好的大学 ,"https://wx1.sinaimg.cn/large/6f0a090dly1g8hj9rl1lvj20nm0fqjtc.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8hj9s7uwpj20nm0fq0u0.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8hj9t77mpj20nm0fqjsv.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8hj9qtwcgj20ge0g4dhx.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8hj9r9ns7j20nm0f2ju4.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8hj9u7jp6j209s09sjvr.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8hj9sjxp2j20nm0b4q4l.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8hja9f20wj20nm0fqjtg.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8hj9ry69hj20li0g4abk.jpg",,,2019-11-01,憨憨’s iPhone客户端,37,5,3,湖南中医药大学59周年校庆,"西安交通大学,湖南中医药大学"
4433828103340438,Iec1se102,#交大之声# 西安交大管理学院海外办学全面启动！依托国家“17+1合作”机制 ，西安交大管理学院拓展海外办学“朋友圈”。近日，西安交大管理学院院长冯耕中与塞尔维亚诺维萨德大学技术科学学院院长Rade Doroslovacki签署双方深化合作备忘录，将全面推动联合培养课程和联合培养人才项目建设，加强双方联合承担国际项目科研合作。网页链接,"https://wx1.sinaimg.cn/large/6f0a090dly1g8ij8aht3vj20fd0a9aae.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ij8ac2snj20fd0a8dgb.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8ij8abobaj20fd0cct9l.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8ij8abgr9j20fc0a8dgf.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ij8ab3afj20fd0a90ta.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8ij8afvzrj20fa0bhq3q.jpg",,,2019-11-01,专业版微博,11,0,1,交大之声,
4433808823146208,Iebwmdcti,"#交大live# 【TED演讲：《学渣和学霸的真正差距！》】安吉拉-李-杜克沃斯辞去一份前途无量的工作, 选择到纽约一所公立学校教学。她很快意识到IQ并不是将成功学生和挣扎过但失败学生区分开的唯一标准。在这，她解释了自己的理论—成功的前提是”毅力”！美国院校百科的秒拍视频#花60万留美2年后回国备战高考# ",,"https://f.us.sinaimg.cn/000E2ETLlx07qiibF8ZO01040200VHBO0E010.mp4?label=mp4_hd&template=768x432.28.0&Expires=1586972923&ssig=6OzAvEwift&KID=unistore,video",,2019-11-01,阿碧的Android,597,21,475,"交大live,花60万留美2年后回国备战高考",
4433797673775819,IebenfQgj,#仙食坊# 韩式拌饭和炒年糕～  看着就很有食欲 ,https://wx4.sinaimg.cn/large/6f0a090dly1g8ifpozovuj21nt1rvb2a.jpg,,,2019-11-01,双卡双待的iPhone客户端,42,9,0,仙食坊,
4433772998961413,IeaAzBBgV,#交大新闻#【创新港研究院入驻之一：14场揭牌“盛宴”】2019年是西安交大全面进驻创新港的关键一年。历时6个月，举办14场揭牌仪式，成立26个研究院、1个联合设计学院，交大人以如虹之气势、壮志之豪情大步迈向创新港。网页链接 ,https://wx1.sinaimg.cn/large/6f0a090dly1g8ictnyx5rj20n06n9x6p.jpg,,,2019-11-01,憨憨’s iPhone客户端,32,2,6,交大新闻,
4433772851795561,IeaAl7x6F,#I拍交大# 秋天快乐祝你快乐图/@碎裂低音  绿洲 ,"https://wx1.sinaimg.cn/large/6f0a090dly1g8icwwyuxzj24mo334x6v.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8icx0c5pkj24ks31vb2h.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8icx4d9qwj24a32mu1l5.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8icx8kielj22uf44y7wn.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8icxb5b9jj21900u07wj.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8icxfyizaj24992xtnpl.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8icxl45lqj24372vy1l6.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8icxqhyfqj24mo334b2h.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8icxvtj5tj24dc31k1l5.jpg",,,2019-11-01,绿洲APP,229,20,30,I拍交大,碎裂低音
4433709723592085,Ie8Wwf4sR,#交大浮光# 2019的尾声，都要好好珍惜呀！早安！图/网络 ,https://wx3.sinaimg.cn/large/6f0a090dly1g8hrr1hqetj20j60eewf9.jpg,,,2019-11-01,NEX 3 5G,66,6,0,交大浮光,
4433595093266748,Ie5XDdHPu,#晚安仙交# 我强忍着彻骨的巨痛咬着牙奋力爬出罪恶的泥潭扒开眼前的迷雾抖落身上的泥铠四周环绕着涅槃后的尘埃晚安（图/@MademoiselleCerise ） ,https://wx1.sinaimg.cn/large/6f0a090dly1g8hsgc4bzvj23402c07wi.jpg,,,2019-10-31,迷醉长安的Android,59,3,5,晚安仙交,MademoiselleCerise
4433582305135011,Ie5D0lxQL,#交大音夜巴#“清早起来什么镜子照 梳一个油头什么花香 脸上擦的是什么花粉 口点的胭脂是什么花红”再见十月 你好十一月[加油]我的新衣VaVa&Ty.&王倩倩 潮音乐的微博视频 ,,"http://f.video.weibocdn.com/002cxDAplx07wgspsg3C010412026rj80E010.mp4?label=mp4_720p&template=1000x562.24.0&trans_finger=3e5d616a0b846b231c063771e4afedd3&Expires=1586972923&ssig=Gbyh3TaXpf&KID=unistore,video",,2019-10-31,巴洛克先生Android,49,8,5,交大音夜巴,
4433530572306702,Ie4hz9G4S,#交大新闻# 【2019软科中国最好学科排名发布 西安交大42个学科上榜】10月30日，软科正式发布2019中国最好学科排名，西安交大共有42个学科上榜，其中动力工程及工程热物理学科继续保持全国第一。学校共有5个学科排名进入全国前五，有12个学科排名进入全国前十。学校43个一级学科中有19个一级学科较去年排名提升，其中马克思主义理论、应用经济学和管理科学与工程排名提升较大位列前5%，外国语言文学、网络空间安全、新闻传播学、哲学、公共卫生与预防医学排名提升明显。,"https://wx3.sinaimg.cn/large/6f0a090dly1g8hl2at3yoj20rs0mj763.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8hl2am8kuj20sg0u044v.jpg",,,2019-10-31,狐狸のiPhone客户端,64,23,9,交大新闻,
4433525044360663,Ie48Eiiph,#交大阅读亭# 好多人在说自己孤独，说自己孤独的人其实并不孤独。 ——贾平凹《自在独行》图源：@西影xiying ,https://wx2.sinaimg.cn/large/6f0a090dly1g8hkf0o6dmj21900u0tm8.jpg,,,2019-10-31,一只学霸的iPhone客户端,37,2,3,交大阅读亭,西影xiying
4433509412282910,Ie3Jr9zT8,#微风梧桐# 常是闻君山南我亭西 各抖襟上雨某夜烹茶雪初沸 十里迎马蹄                                                 ————《长相忆》图源@彳浑水捉鱼 ,https://wx3.sinaimg.cn/large/6f0a090dly1g8himp59j3j21900u0qa4.jpg,,,2019-10-31,霹雳小Android,30,3,2,微风梧桐,彳浑水捉鱼
4433509055531743,Ie3IRnd3F,#沙坡村干货# 【实用！控制情绪的八大方法】愿大家天天拥有好心情 ,"https://wx4.sinaimg.cn/large/6f0a090dly1g8hil86we9j20ku0kumzc.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8hil7pxdtj20ku0kuq4q.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8hil8vqvpj20ku0ku75y.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8hil9nfg1j20ku0ku40p.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8hil9wpenj20ku0kuwfm.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g8hila7n92j20ku0kumyy.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g8hilanxsrj20ku0kugng.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g8hilb9mb5j20ku0kumz0.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g8hilbz31ej20ku0kugnp.jpg",,,2019-10-31,柯柯的iPhone XS,11,3,8,沙坡村干货,
